,features
FGF16_FGFR1,0.0
FGF12_FGFR1,0.0
PRG4_CD44,0.0
FGF1_CD44,0.0
VIM_CD44,0.0
RGMA_BMPR1B,0.0
VEGFC_CCBE1,0.0
LAMA1_TMPRSS6,0.0
IL6_IL6ST,0.0
SLIT2_SDC1,0.0
GDF9_BMPR1A,0.0
BMP8B_BMPR1A,0.0
BMP2_BMPR1A,0.0
TNFSF13B_CD40,0.0
LTB_CD40,0.0
ANGPTL2_TIE1,0.0
ANGPT4_TIE1,0.0
ANGPT1_TIE1,0.0
NTF4_BEX3,0.0
BDNF_BEX3,0.0
MDK_SDC4,0.0
CXCL12_SDC4,0.0
LAMA1_SDC4,0.0
EFNA4_EPHA10,0.0
BMP7_ENG,0.0
BMP2_ENG,0.0
TAC3_TACR2,0.0
CXCL12_CXCR3,0.0
BMP7_BMPR1A,0.0
MDK_TSPAN1,0.0
HSPA1A_TLR4,0.0
EDN1_ADGRL4,0.0
GNAS_ADORA1,0.0
PSAP_GPR37L1,0.0
AFDN_NECTIN4,0.0
ASIP_F11R,0.0
AFDN_F11R,0.0
CCL7_ACKR1,0.0
CXCL1_ACKR1,0.0
CCL8_ACKR1,0.0
B2M_CD1B,0.0
PSAP_CD1B,0.0
IL6_IL6R,0.0
NPPA_NPR1,0.0
AFDN_EPHA7,0.0
EFNA4_EPHA7,0.0
COL2A1_ITGA10,0.0
CD58_CD2,0.0
CD59_CD2,0.0
CCL7_CXCR3,0.0
IRAK4_TLR4,0.0
MDK_SDC1,0.0
ADCYAP1_GPR20,0.0
POMC_GPR20,0.0
RLN2_GPR20,0.0
ADM2_GPR20,0.0
PTHLH_GPR20,0.0
INSL3_GPR20,0.0
NPNT_ITGA8,0.0
AGRN_LRP4,0.0
NRG1_LGR4,0.0
TNFSF11_LGR4,0.0
MEPE_PHEX,0.0
ANGPT4_TEK,0.0
ANGPT1_TEK,0.0
COL8A2_SLC4A11,0.0
NMB_GRPR,0.0
SPTBN2_PTPRA,0.0
NCAM1_PTPRA,0.0
IRAK4_TLR7,0.0
ADM_GPR20,0.0
EDN1_EDNRB,0.0
ZG16B_TLR4,0.0
GDNF_EDNRB,0.0
PPY_NPY4R,0.0
ALOX5AP_ALOX5,0.0
AGRN_MUSK,0.0
COLQ_MUSK,0.0
ADIPOQ_CNR2,0.0
GDF9_BMPR2,0.0
BMP7_BMPR2,0.0
BMP2_BMPR2,0.0
RGMA_BMPR2,0.0
VEGFA_EPHB2,0.0
AFDN_EPHB2,0.0
PSAP_AR,0.0
PLTP_ABCA1,0.0
GDF9_TGFBR1,0.0
HLA-C_NOTCH4,0.0
LTA_TNFRSF1B,0.0
TNF_TNFRSF1B,0.0
HLA-A_KIR3DL2,0.0
CD86_CD28,0.0
UTS2B_UTS2R,0.0
WNT11_FZD7,0.0
MATN1_ITGA1,0.0
COL4A1_ITGA1,0.0
PLA2G10_PLA2R1,0.0
FBN1_ITGB6,0.0
FN1_ITGB6,0.0
FYN_THY1,0.0
SFTPD_LY96,0.0
BGN_LY96,0.0
WNT1_FZD7,0.0
INSL3_PTH1R,0.0
CSF1_CSF1R,0.0
CSF2_CSF1R,0.0
IL34_CSF1R,0.0
GNAS_ADCY8,0.0
GNAI2_ADCY8,0.0
CALM1_ADCY8,0.0
CALM3_ADCY8,0.0
WNT4_FZD1,0.0
COL1A2_ITGA1,0.0
COL5A2_ITGA1,0.0
COL6A3_ITGA1,0.0
VEGFD_ITGA1,0.0
VEGFC_FLT1,0.0
PLG_FLT1,0.0
PGF_FLT1,0.0
VEGFD_FLT1,0.0
VEGFB_FLT1,0.0
VEGFA_FLT1,0.0
SORBS1_ITGA1,0.0
COL4A6_ITGA1,0.0
COL4A5_ITGA1,0.0
LAMA2_ITGA1,0.0
LAMA1_ITGA1,0.0
COL6A1_ITGA1,0.0
COL4A4_ITGA1,0.0
COL5A1_ITGA1,0.0
COL6A2_ITGA1,0.0
COL4A3_ITGA1,0.0
COL2A1_ITGA1,0.0
WNT7B_FZD1,0.0
WNT1_FZD1,0.0
B2M_CD1A,0.0
CCL8_CCR5,0.0
FGF5_FGFR4,0.0
FGF14_FGFR4,0.0
FGF11_FGFR4,0.0
FGF1_FGFR4,0.0
FGF17_FGFR4,0.0
FGF16_FGFR4,0.0
FGF13_FGFR4,0.0
FGF12_FGFR4,0.0
FGF9_FGFR4,0.0
IL16_GRIN2C,0.0
L1CAM_ITGA5,0.0
PLAU_ITGA5,0.0
SPP1_ITGA5,0.0
FGG_ITGA5,0.0
VEGFD_ITGA5,0.0
FBN1_ITGA5,0.0
ANGPT1_ITGA5,0.0
MDK_GPC2,0.0
IL16_CCR5,0.0
GNAS_HTR6,0.0
CCL7_CCR5,0.0
IFNL1_IL10RB,0.0
IL10_IL10RB,0.0
IL24_IL10RB,0.0
PENK_OGFR,0.0
PIP_NPTN,0.0
GPI_AMFR,0.0
TNFSF13B_TNFRSF13C,0.0
GHRL_PTGIR,0.0
GNAS_PTGIR,0.0
CCL11_CCR2,0.0
CCL7_CCR2,0.0
CCL24_CCR2,0.0
CCL26_CCR2,0.0
CCL8_CCR2,0.0
GNAI2_CCR5,0.0
S100A4_CCR5,0.0
CCL11_CCR5,0.0
PDGFC_FLT1,0.0
EFNA4_EPHA4,0.0
EFNA5_EPHA4,0.0
VEGFA_EGFR,0.0
SPINK1_EGFR,0.0
CALM3_EGFR,0.0
EFNA3_EPHA1,0.0
EFNA1_EPHA1,0.0
EFNA5_EPHA1,0.0
EFNA4_EPHA1,0.0
LIN7C_HTR2C,0.0
CALM1_HTR2C,0.0
FASLG_TNFRSF10B,0.0
NTF4_NTRK2,0.0
NTF3_NTRK2,0.0
BDNF_NTRK2,0.0
DLK1_NOTCH1,0.0
DLL1_NOTCH1,0.0
MFNG_NOTCH1,0.0
PSEN1_NOTCH1,0.0
TNF_NOTCH1,0.0
CALM1_EGFR,0.0
EPGN_EGFR,0.0
DLK2_NOTCH1,0.0
LRIG2_EGFR,0.0
HSPG2_ITGB1,0.0
FGF1_EGFR,0.0
NRG4_EGFR,0.0
ANXA1_EGFR,0.0
L1CAM_EGFR,0.0
EFEMP1_EGFR,0.0
FGL1_EGFR,0.0
TGFA_EGFR,0.0
ARF4_EGFR,0.0
GNAI2_EGFR,0.0
ANG_EGFR,0.0
FGF13_EGFR,0.0
GSTP1_EGFR,0.0
HSP90AA1_EGFR,0.0
CAMP_EGFR,0.0
CNTF_EGFR,0.0
BTC_EGFR,0.0
WNT4_NOTCH1,0.0
ADAM17_NOTCH1,0.0
EFNA1_EPHA4,0.0
PPBP_ADRA2A,0.0
CXCL5_ADRA2A,0.0
CCL19_ADRA2A,0.0
PNOC_ADRA2A,0.0
APP_ADRA2A,0.0
CXCL1_ADRA2A,0.0
NPB_ADRA2A,0.0
PPY_ADRA2A,0.0
CXCL9_ADRA2A,0.0
CXCL16_ADRA2A,0.0
CCL20_ADRA2A,0.0
NPW_ADRA2A,0.0
PENK_ADRA2A,0.0
CCL28_ADRA2A,0.0
PF4_ADRA2A,0.0
CORT_ADRA2A,0.0
ANXA1_ADRA2A,0.0
EFNA3_EPHA4,0.0
PMCH_ADRA2A,0.0
CXCL10_ADRA2A,0.0
MFAP5_NOTCH1,0.0
CXCL13_ADRA2A,0.0
MFAP2_NOTCH1,0.0
JAG2_NOTCH1,0.0
NTNG2_LRRC4C,0.0
NTNG1_LRRC4C,0.0
PLAU_ST14,0.0
SPINT1_ST14,0.0
GNAI2_ADRA2A,0.0
AGT_ADRA2A,0.0
CXCL12_ADRA2A,0.0
CXCL3_ADRA2A,0.0
CXCL11_ADRA2A,0.0
APLN_ADRA2A,0.0
CCL25_ADRA2A,0.0
POMC_ADRA2A,0.0
SAA1_ADRA2A,0.0
CXCL8_ADRA2A,0.0
CXCL2_ADRA2A,0.0
COL18A1_ITGA5,0.0
ADAM15_ITGA5,0.0
ADAM17_ITGA5,0.0
ADM_ADRB2,0.0
ADM2_ADRB2,0.0
ACTR2_ADRB2,0.0
INSL3_ADRB2,0.0
GNAI2_S1PR1,0.0
PDGFB_S1PR1,0.0
CD6_ALCAM,0.0
S100A9_ALCAM,0.0
CALM1_GRM5,0.0
TSLP_IL7R,0.0
PSAP_GPR37,0.0
GNAI2_CHRM1,0.0
LAMA3_SDC2,0.0
LAMA1_SDC2,0.0
TNFSF13_SDC2,0.0
HRAS_SDC2,0.0
SERPINC1_SDC2,0.0
FN1_SDC2,0.0
VIP_ADRB2,0.0
CALCA_ADRB2,0.0
PLAU_MRC2,0.0
ADCYAP1_ADRB2,0.0
TAC4_TACR1,0.0
LRPAP1_LRP8,0.0
RELN_LRP8,0.0
SORBS1_INSR,0.0
ARF1_INSR,0.0
IGF2_INSR,0.0
HRAS_INSR,0.0
CALM1_INSR,0.0
CD86_CTLA4,0.0
DKK1_KREMEN2,0.0
SLIT2_ROBO4,0.0
FN1_ROBO4,0.0
PTHLH_ADRB2,0.0
TF_ADRB2,0.0
POMC_ADRB2,0.0
RLN2_ADRB2,0.0
HSPA8_ADRB2,0.0
GNAI2_P2RY12,0.0
LGALS9_MRC2,0.0
TAC1_TACR1,0.0
SEMA4A_PLXND1,0.0
SEMA5A_MET,0.0
POMC_MC5R,0.0
ASIP_MC5R,0.0
TNF_ICOS,0.0
ICOSLG_ICOS,0.0
CXCL2_CXCR2,0.0
CXCL1_CXCR2,0.0
CD55_ADGRE2,0.0
SEMA4B_DCBLD2,0.0
PTHLH_PTH1R,0.0
POMC_PTH1R,0.0
RLN2_PTH1R,0.0
ADCYAP1_PTH1R,0.0
CALCA_PTH1R,0.0
ADM_PTH1R,0.0
VIP_PTH1R,0.0
ADM2_PTH1R,0.0
SEMA4D_MET,0.0
HLA-B_LILRB1,0.0
CER1_MRC2,0.0
HLA-C_LILRB1,0.0
CALM1_GP6,0.0
XCL1_XCR1,0.0
XCL2_XCR1,0.0
CXCL2_XCR1,0.0
CD200_CD200R1,0.0
CALM1_AQP1,0.0
RARRES2_CMKLR1,0.0
LGALS9_HAVCR2,0.0
C1QA_CSPG4,0.0
IL24_IL20RA,0.0
IL19_IL20RA,0.0
EDN2_EDNRA,0.0
EDN3_EDNRA,0.0
EDN1_EDNRA,0.0
HLA-G_LILRB1,0.0
B2M_LILRB1,0.0
HLA-A_LILRB1,0.0
TAC3_TACR1,0.0
GNAS_PTGDR,0.0
ANGPTL3_ITGA5,0.0
CCL7_CCR1,0.0
CCL8_CCR1,0.0
PLAU_ITGB5,0.0
EDIL3_ITGB5,0.0
SORBS1_ITGB5,0.0
SPP1_ITGB5,0.0
TLN1_ITGB5,0.0
COL4A2_ITGB5,0.0
ADAM9_ITGB5,0.0
COL18A1_ITGB5,0.0
ITGB3BP_ITGB5,0.0
LTBP3_ITGB5,0.0
LTBP1_ITGB5,0.0
MST1_MST1R,0.0
SHH_HHIP,0.0
COL4A6_ITGA2,0.0
COL4A5_ITGA2,0.0
LAMA2_ITGA2,0.0
CCL26_CCR1,0.0
FN1_IL17RC,0.0
LAMC3_ITGA2,0.0
CXCL1_CXCR1,0.0
FN1_ITGA5,0.0
GNAS_ADCY9,0.0
GNAI2_ADCY9,0.0
WNT7B_LRP5,0.0
WNT8B_LRP5,0.0
DKK1_LRP5,0.0
PSEN1_NCSTN,0.0
GNAI2_LHCGR,0.0
GNAS_LHCGR,0.0
GAS6_MERTK,0.0
PROS1_MERTK,0.0
GNAI2_CXCR1,0.0
CXCL3_CXCR1,0.0
CXCL8_CXCR1,0.0
CXCL2_CXCR1,0.0
PPBP_CXCR1,0.0
CXCL5_CXCR1,0.0
LAMA1_ITGA2,0.0
COL6A1_ITGA2,0.0
SPP1_PTGER4,0.0
GNAS_ADCY1,0.0
TNFSF11_TNFRSF11B,0.0
TNFSF13_TNFRSF11B,0.0
FN1_TNFRSF11B,0.0
RIMS1_SLC18A2,0.0
CXCL12_AVPR1A,0.0
VIP_AVPR1A,0.0
FAT4_DCHS1,0.0
POMC_MC4R,0.0
ASIP_MC4R,0.0
ADM_GPR182,0.0
B2M_CD3D,0.0
HLA-A_CD3D,0.0
HLA-C_CD3D,0.0
HLA-B_CD3D,0.0
GAS6_AXL,0.0
PROS1_AXL,0.0
C4A_C3AR1,0.0
GNAI2_ADCY1,0.0
TNF_TNFRSF21,0.0
COL4A4_ITGA2,0.0
NUCB2_ERAP1,0.0
COL11A1_ITGA2,0.0
COL6A2_ITGA2,0.0
COL4A3_ITGA2,0.0
COL2A1_ITGA2,0.0
VEGFD_ITGA2,0.0
MMP1_ITGA2,0.0
HSPG2_ITGA2,0.0
LAMB3_ITGA2,0.0
CHAD_ITGA2,0.0
COL1A2_ITGA2,0.0
COL4A1_ITGA2,0.0
FN1_ITGA2,0.0
COL7A1_ITGA2,0.0
COL3A1_ITGA2,0.0
F2_F2RL2,0.0
PLG_F2RL1,0.0
F2_F2RL1,0.0
HSPG2_COL13A1,0.0
COL16A1_ITGB1,0.0
HSPG2_SDC1,0.0
IL1RN_IL1RL2,0.0
LAMC1_ITGA6,0.0
LAMC1_ITGA1,0.0
LAMC1_ITGA7,0.0
LAMC1_ITGAV,0.0
LAMC1_ITGB1,0.0
LAMC1_ITGA2,0.0
IL36G_IL1RL2,0.0
IL1RN_IL1R1,0.0
IL1RN_IL1R2,0.0
VWF_TNFRSF11B,0.0
ORM1_CCR5,0.0
CCL21_ADRA2A,0.0
CCL21_CXCR3,0.0
CCL21_GRM7,0.0
CCL21_ACKR2,0.0
CCL27_CCR10,0.0
CCL27_ADRA2A,0.0
CCL27_GRM7,0.0
GDF11_BMPR1B,0.0
GDF11_BMPR1A,0.0
GDF11_BMPR2,0.0
GDF11_ACVR1B,0.0
LAMA5_ITGB1,0.0
LAMA5_ITGA2,0.0
F12_GP1BA,0.0
JAG1_CD46,0.0
JAG1_NOTCH4,0.0
JAG1_NOTCH1,0.0
JAG1_NOTCH2,0.0
JAG1_NOTCH3,0.0
NTS_SORT1,0.0
NTS_NTSR1,0.0
FST_BMPR2,0.0
FST_BMPR1B,0.0
SPX_GALR2,0.0
DSC1_DSG2,0.0
SEMA6A_PLXNA4,0.0
SEMA6A_PLXNA2,0.0
GDF11_ACVR2B,0.0
CCL27_ACKR2,0.0
TGS1_RXRA,0.0
MMP7_CD44,0.0
ADAM10_CADM1,0.0
ADAM10_NOTCH1,0.0
ADAM10_IL6R,0.0
ADAM10_MET,0.0
ADAM10_TSPAN17,0.0
ADAM10_EPHA3,0.0
ADAM10_TREM2,0.0
ADAM10_AXL,0.0
ADAM10_NRCAM,0.0
MSTN_ACVR2B,0.0
COL8A1_ITGA1,0.0
COL8A1_ITGA2,0.0
LYZ_ITGAL,0.0
VWF_SCARA5,0.0
VWF_ITGA2B,0.0
VWF_ITGB3,0.0
VWF_STAB2,0.0
VWF_SELP,0.0
ADAM10_TSPAN14,0.0
ADAM10_TSPAN10,0.0
MMP7_SDC1,0.0
ADAM10_CD44,0.0
MMP7_CD151,0.0
MMP7_ERBB4,0.0
THBS1_ITGA4,0.0
THBS1_CD47,0.0
THBS1_SDC1,0.0
THBS1_ITGB1,0.0
THBS1_LRP5,0.0
THBS1_ITGA2B,0.0
THBS1_ITGB3,0.0
THBS1_SDC4,0.0
THBS1_SCARB1,0.0
THBS1_ITGA6,0.0
THBS1_TNFRSF11B,0.0
THBS1_CD36,0.0
ADAM10_GPNMB,0.0
ADAM10_TSPAN5,0.0
ADAM10_TSPAN15,0.0
LAMA5_BCAM,0.0
LAMA5_ITGA6,0.0
LAMA5_SDC1,0.0
TNFSF9_TNFRSF9,0.0
TNFSF9_TRAF2,0.0
CD70_TNFRSF13B,0.0
CD70_CD27,0.0
C3_ITGAM,0.0
C3_CD19,0.0
C3_CD46,0.0
C3_C5AR2,0.0
C3_CR2,0.0
C3_GRM7,0.0
C3_ITGAX,0.0
C3_C3AR1,0.0
C3_ADRA2A,0.0
C3_IFITM1,0.0
C3_CR1,0.0
C3_ITGB2,0.0
C3_CD81,0.0
VASP_CXCR2,0.0
TNFSF9_PVR,0.0
PSPN_GFRA1,0.0
GDF1_ACVR2B,0.0
PSPN_GFRA2,0.0
EFNB2_EPHB4,0.0
EFNB2_RHBDL2,0.0
EFNB2_EPHA3,0.0
EFNB2_EPHB1,0.0
EFNB2_EPHB3,0.0
EFNB2_GRM5,0.0
EFNB2_EPHB2,0.0
EFNB2_EPHA4,0.0
EFNB2_EPHA6,0.0
EFNB2_GRM1,0.0
BMP4_LRP6,0.0
BMP4_BMPR2,0.0
BMP4_BMPR1A,0.0
BMP4_BMPR1B,0.0
PSPN_GFRA3,0.0
PSPN_RET,0.0
PSPN_SDC3,0.0
SLURP1_CHRNA7,0.0
GDF1_SMAD3,0.0
GDF15_RET,0.0
APOE_LRP6,0.0
APOE_VLDLR,0.0
APOE_LDLR,0.0
APOE_LRP5,0.0
APOE_CHRNA4,0.0
APOE_TREM2,0.0
APOE_LSR,0.0
APOE_SORL1,0.0
APOE_ABCA1,0.0
APOE_SCARB1,0.0
APOE_SDC2,0.0
APOE_LRP8,0.0
APOE_LRP4,0.0
APOC2_LDLR,0.0
NCAN_CDH2,0.0
NCAN_SDC3,0.0
BST2_LILRA4,0.0
EPO_EPHB4,0.0
APOE_LRP2,0.0
LMAN1_MCFD2,0.0
GDF1_ACVR1B,0.0
AANAT_MTNR1B,0.0
OMG_RTN4RL1,0.0
OMG_LINGO1,0.0
LIF_LIFR,0.0
LIF_IL6ST,0.0
DLL4_NOTCH1,0.0
DLL4_NOTCH4,0.0
DLL4_NOTCH2,0.0
DLL4_NOTCH3,0.0
TPH1_HTR7,0.0
TPH1_HTR1F,0.0
TPH1_HTR1D,0.0
TPH1_HTR2C,0.0
TPH1_HTR4,0.0
TPH1_HTR6,0.0
TPH1_HTR1B,0.0
TPH1_HTR2A,0.0
TPH1_HTR2B,0.0
VWF_SIRPA,0.0
VWF_GP1BA,0.0
EDA_EDA2R,0.0
VCAN_TLR1,0.0
KNG1_SDC2,0.0
KNG1_GRM7,0.0
KNG1_BDKRB2,0.0
KNG1_GP1BA,0.0
VCAN_ITGA4,0.0
VCAN_CD44,0.0
VCAN_EGFR,0.0
VCAN_ITGB1,0.0
TNC_ITGA5,0.0
CDH1_EGFR,0.0
TNC_SDC1,0.0
TNC_EGFR,0.0
TNC_ITGB3,0.0
TNC_ITGB6,0.0
TNC_PTPRB,0.0
TNC_ITGA8,0.0
TNC_ITGA7,0.0
TNC_ITGB1,0.0
KNG1_ITGB2,0.0
KNG1_PLAUR,0.0
KNG1_RXFP4,0.0
KNG1_ADRA2A,0.0
FGF10_FGFRL1,0.0
FGF10_FGFR1,0.0
ICAM1_ITGAM,0.0
ICAM1_ITGAL,0.0
ICAM1_ITGAX,0.0
ICAM1_MUC1,0.0
ICAM1_EGFR,0.0
ICAM1_CAV1,0.0
ICAM1_IL2RA,0.0
ICAM1_ITGB2,0.0
ICAM1_SPN,0.0
ICAM1_IL2RG,0.0
OLFM2_ROBO2,0.0
F13A1_ITGA4,0.0
F13A1_ITGB1,0.0
BST1_CAV1,0.0
KNG1_ITGAM,0.0
TNC_SDC4,0.0
TNC_CNTN1,0.0
TNC_ITGA2,0.0
WNT2_FZD1,0.0
WNT2_FZD9,0.0
WNT2_FZD7,0.0
WNT2_FZD3,0.0
WNT2_FZD8,0.0
WNT2_FZD5,0.0
WNT2_FZD2,0.0
NPTX2_NPTXR,0.0
GAL_ADRA2A,0.0
GAL_GALR2,0.0
GAL_GRM7,0.0
GAL_GPR151,0.0
GAL_GALR1,0.0
ADAM28_ITGA4,0.0
SLIT1_ROBO1,0.0
SLIT1_FLRT3,0.0
TIMP3_CD44,0.0
TIMP3_MET,0.0
WNT2_FZD4,0.0
SEMA3A_NRP2,0.0
EGF_EGFR,0.0
SEMA3A_PLXNA2,0.0
EGF_LDLR,0.0
EGF_FSHR,0.0
EGF_ERBB3,0.0
EGF_ADRB2,0.0
EGF_CAV1,0.0
EGF_RHBDL2,0.0
EGF_ERBB2,0.0
EGF_ERBB4,0.0
EGF_NRP1,0.0
EGF_AXL,0.0
SEMA3C_PLXND1,0.0
SEMA3C_NRP1,0.0
SEMA3C_NRP2,0.0
SEMA3A_PLXNA4,0.0
SEMA3A_PLXNA3,0.0
SEMA3A_PLXNA1,0.0
SEMA3A_NRP1,0.0
FGF10_FGFR2,0.0
WNT5A_FZD6,0.0
WNT5A_ANTXR1,0.0
IL1A_IL1RAP,0.0
IL1B_SIGIRR,0.0
IL1B_IL1R1,0.0
IL1B_ADRB2,0.0
IL1B_IL1RAP,0.0
IL1B_IL1R2,0.0
MIA_CDH7,0.0
CNTN3_PTPRG,0.0
IL7_IL7R,0.0
IL7_IL2RG,0.0
CKLF_CCR4,0.0
FARP2_PLXNA3,0.0
FARP2_PLXNA1,0.0
FARP2_PLXNA2,0.0
FARP2_PLXNA4,0.0
LAMC2_ITGA6,0.0
LAMC2_CD151,0.0
LAMC2_ITGB1,0.0
IL1A_IL1R2,0.0
IL1A_IL1R1,0.0
LAMC2_COL17A1,0.0
IL37_IL1RAPL1,0.0
CDH1_LRP5,0.0
CDH1_IGF1R,0.0
CDH1_ITGB7,0.0
CDH1_ERBB3,0.0
CDH1_KLRG1,0.0
CDH1_CDH2,0.0
CDH1_ITGAE,0.0
CDH1_PTPRM,0.0
CDH1_PTPRF,0.0
IL17B_IL17RB,0.0
SEMA7A_ITGB1,0.0
SEMA7A_ITGA1,0.0
ANOS1_SDC2,0.0
ANOS1_FGFR1,0.0
TIMP2_CD44,0.0
TIMP2_ITGB1,0.0
LGALS3BP_ITGB1,0.0
LAMC2_ITGA2,0.0
NID1_ITGB1,0.0
WNT5A_FZD2,0.0
IL11_IL11RA,0.0
WNT5A_PTK7,0.0
WNT5A_LDLR,0.0
WNT5A_LRP5,0.0
WNT5A_EPHA7,0.0
WNT5A_FZD5,0.0
WNT5A_ROR1,0.0
WNT5A_VANGL2,0.0
WNT5A_RYK,0.0
WNT5A_ROR2,0.0
WNT5A_PTPRK,0.0
WNT5A_ADRB2,0.0
WNT5A_FZD1,0.0
WNT5A_FZD4,0.0
WNT5A_FZD9,0.0
WNT5A_FZD7,0.0
WNT5A_FZD3,0.0
WNT5A_FZD8,0.0
IL11_IL6ST,0.0
FGF2_NRP1,0.0
NID1_ITGB3,0.0
FGF2_FGFR3,0.0
NID1_COL13A1,0.0
NID1_PTPRF,0.0
NMU_ADRA2A,0.0
NMU_GRM7,0.0
NMU_NMUR1,0.0
IL21_IL21R,0.0
IL21_IL2RG,0.0
FGF2_SDC1,0.0
FGF2_FGFR1,0.0
FGF2_FGFR2,0.0
FGF2_CD44,0.0
FGF2_SDC3,0.0
FGF2_SDC4,0.0
FGF2_GPC4,0.0
FGF2_SDC2,0.0
FGF2_FGFRL1,0.0
FGF2_FGFR4,0.0
EFNB2_EPHB6,0.0
EREG_ERBB3,0.0
EREG_ERBB4,0.0
AMH_ACVR1,0.0
LHB_VIPR1,0.0
LHB_RAMP3,0.0
LHB_GPR20,0.0
LHB_ADRB2,0.0
LHB_ADRB3,0.0
LHB_TSHR,0.0
LHB_LHCGR,0.0
LHB_GPR84,0.0
AMH_EGFR,0.0
EREG_EGFR,0.0
AMH_AMHR2,0.0
RETN_GPR25,0.0
EBI3_IL27RA,0.0
EBI3_IL6ST,0.0
TGFB1_ENG,0.0
TGFB1_EGFR,0.0
TGFB1_TGFBR2,0.0
TGFB1_ITGB3,0.0
LHB_RAMP2,0.0
LHB_ADCYAP1R1,0.0
LHB_PTH1R,0.0
DKK4_LRP5,0.0
MMP2_FGFR1,0.0
CCL22_CCR4,0.0
CCL22_DPP4,0.0
CCL22_ACKR2,0.0
CCL17_CCR4,0.0
CCL17_ACKR1,0.0
CCL17_ACKR2,0.0
CCL17_CCR8,0.0
TG_ASGR1,0.0
TG_LRP2,0.0
TG_TPO,0.0
SFRP1_FZD2,0.0
SFRP1_FZD6,0.0
PLAT_ITGAM,0.0
PLAT_LRP1,0.0
PLAT_ITGB2,0.0
DKK4_LRP6,0.0
TGFB1_TGFBR1,0.0
TGFB1_ACVRL1,0.0
TGFB1_ITGB6,0.0
LAMB1_ITGA7,0.0
LAMB1_ITGB1,0.0
LAMB1_ITGA6,0.0
LAMB1_ITGA1,0.0
LAMB1_ITGA2,0.0
WNT16_FZD6,0.0
PON2_HTR2A,0.0
PDAP1_PDGFRB,0.0
SERPINE1_LRP2,0.0
SERPINE1_PLAUR,0.0
SERPINE1_ITGAV,0.0
SERPINE1_LRP1,0.0
SERPINE1_ITGB5,0.0
C5_ADRA2A,0.0
C5_C5AR2,0.0
C5_C5AR1,0.0
C5_GRM7,0.0
TNFSF8_TNFRSF8,0.0
LAMB1_ITGAV,0.0
HGF_ST14,0.0
TGFB1_ITGAV,0.0
HGF_NRP1,0.0
TGFB1_ITGB1,0.0
TGFB1_CAV1,0.0
TGFB1_SDC2,0.0
TGFB1_ITGB8,0.0
TGFB1_CXCR4,0.0
TGFB1_ITGB5,0.0
ICAM5_ITGAL,0.0
ICAM5_ITGB2,0.0
CEACAM5_CD1D,0.0
COMP_ITGB1,0.0
COMP_ITGB3,0.0
COMP_CD36,0.0
HGF_CD44,0.0
HGF_SDC1,0.0
HGF_ITGB1,0.0
HGF_MET,0.0
HGF_SDC2,0.0
MMP2_SDC2,0.0
MMP2_CCR2,0.0
TIMP1_CD63,0.0
CEACAM1_SELE,0.0
ST6GAL1_EGFR,0.0
NTN1_UNC5D,0.0
NTN1_UNC5B,0.0
NTN1_DCC,0.0
NTN1_UNC5A,0.0
NTN1_ADORA2B,0.0
NTN1_UNC5C,0.0
NTN1_NEO1,0.0
FGF20_FGFR2,0.0
FGF20_FGFR4,0.0
FGF20_FGFR1,0.0
FGF20_FGFR3,0.0
CEACAM6_EGFR,0.0
THPO_MPL,0.0
EFNB1_EPHB6,0.0
EFNB1_EPHB4,0.0
EFNB1_ERBB2,0.0
CEACAM1_CD209,0.0
CEACAM1_EGFR,0.0
EFNB1_EPHB3,0.0
ICAM3_ITGAD,0.0
SEMA3F_NRP1,0.0
SEMA3F_NRP2,0.0
CX3CL1_CX3CR1,0.0
HEBP1_ADRA2A,0.0
HEBP1_FPR3,0.0
HEBP1_GRM7,0.0
DCN_EGFR,0.0
DCN_MET,0.0
DCN_ERBB4,0.0
GRN_TNFRSF1A,0.0
GRN_EGFR,0.0
GRN_SORT1,0.0
GRN_TNFRSF1B,0.0
UTS2_UTS2R,0.0
ICAM3_ITGAL,0.0
ICAM3_ITGB2,0.0
ICAM3_CD209,0.0
EFNB1_EPHB1,0.0
EFNB1_EPHB2,0.0
TIMP1_FGFR2,0.0
MADCAM1_CD44,0.0
OSM_LIFR,0.0
OSM_IL6ST,0.0
OSM_OSMR,0.0
TCN2_LRP2,0.0
TCN2_CNR1,0.0
LGALS1_ITGB1,0.0
LGALS1_PTPRC,0.0
NID2_COL13A1,0.0
GZMB_CHRM3,0.0
GZMB_IGF2R,0.0
RSPO4_LGR6,0.0
RSPO4_LGR4,0.0
RSPO4_LGR5,0.0
OXT_AVPR2,0.0
OXT_AVPR1A,0.0
OXT_OXTR,0.0
PCSK1N_GPR171,0.0
MADCAM1_ITGB7,0.0
MADCAM1_ITGA4,0.0
EFNB1_EPHA4,0.0
FGF22_FGFR1,0.0
EFNB1_EPHA6,0.0
DLL3_NOTCH1,0.0
DLL3_NOTCH4,0.0
DLL3_NOTCH2,0.0
DLL3_NOTCH3,0.0
SEMA4G_PLXNB2,0.0
VCL_ITGB5,0.0
VCL_ALK,0.0
EFNA2_EPHA7,0.0
EFNA2_EPHA10,0.0
EFNA2_EPHA3,0.0
EFNA2_EPHA1,0.0
EFNA2_EPHA5,0.0
EFNA2_EPHA4,0.0
EFNA2_EPHA6,0.0
EFNA2_EPHA2,0.0
FGF22_FGFR2,0.0
RLN1_RXFP1,0.0
